areaCode,areaName,areaType,date,newCasesByPublishDate
S12000029,South Lanarkshire,utla,2023-02-23,101
S12000029,South Lanarkshire,utla,2023-02-22,0
S12000029,South Lanarkshire,utla,2023-02-21,0
S12000029,South Lanarkshire,utla,2023-02-20,0
S12000029,South Lanarkshire,utla,2023-02-19,0
S12000029,South Lanarkshire,utla,2023-02-18,0
S12000029,South Lanarkshire,utla,2023-02-17,0
S12000029,South Lanarkshire,utla,2023-02-16,101
S12000029,South Lanarkshire,utla,2023-02-15,0
S12000029,South Lanarkshire,utla,2023-02-14,0
S12000029,South Lanarkshire,utla,2023-02-13,0
S12000029,South Lanarkshire,utla,2023-02-12,0
S12000029,South Lanarkshire,utla,2023-02-11,0
S12000029,South Lanarkshire,utla,2023-02-10,0
S12000029,South Lanarkshire,utla,2023-02-09,102
S12000029,South Lanarkshire,utla,2023-02-08,0
S12000029,South Lanarkshire,utla,2023-02-07,0
S12000029,South Lanarkshire,utla,2023-02-06,0
S12000029,South Lanarkshire,utla,2023-02-05,0
S12000029,South Lanarkshire,utla,2023-02-04,0
S12000029,South Lanarkshire,utla,2023-02-03,0
S12000029,South Lanarkshire,utla,2023-02-02,105
S12000029,South Lanarkshire,utla,2023-02-01,0
S12000029,South Lanarkshire,utla,2023-01-31,0
S12000029,South Lanarkshire,utla,2023-01-30,0
S12000029,South Lanarkshire,utla,2023-01-29,0
S12000029,South Lanarkshire,utla,2023-01-28,0
S12000029,South Lanarkshire,utla,2023-01-27,0
S12000029,South Lanarkshire,utla,2023-01-26,90
S12000029,South Lanarkshire,utla,2023-01-25,0
S12000029,South Lanarkshire,utla,2023-01-24,0
S12000029,South Lanarkshire,utla,2023-01-23,0
S12000029,South Lanarkshire,utla,2023-01-22,0
S12000029,South Lanarkshire,utla,2023-01-21,0
S12000029,South Lanarkshire,utla,2023-01-20,0
S12000029,South Lanarkshire,utla,2023-01-19,0
S12000029,South Lanarkshire,utla,2023-01-18,77
S12000029,South Lanarkshire,utla,2023-01-17,0
S12000029,South Lanarkshire,utla,2023-01-16,0
S12000029,South Lanarkshire,utla,2023-01-15,0
S12000029,South Lanarkshire,utla,2023-01-14,0
S12000029,South Lanarkshire,utla,2023-01-13,0
S12000029,South Lanarkshire,utla,2023-01-12,0
S12000029,South Lanarkshire,utla,2023-01-11,548
S12000029,South Lanarkshire,utla,2023-01-10,0
S12000029,South Lanarkshire,utla,2023-01-09,0
S12000029,South Lanarkshire,utla,2023-01-08,0
S12000029,South Lanarkshire,utla,2023-01-07,0
S12000029,South Lanarkshire,utla,2023-01-06,0
S12000029,South Lanarkshire,utla,2023-01-05,0
S12000029,South Lanarkshire,utla,2023-01-04,0
S12000029,South Lanarkshire,utla,2023-01-03,0
S12000029,South Lanarkshire,utla,2023-01-02,0
S12000029,South Lanarkshire,utla,2023-01-01,0
S12000029,South Lanarkshire,utla,2022-12-31,0
S12000029,South Lanarkshire,utla,2022-12-30,0
S12000029,South Lanarkshire,utla,2022-12-29,0
S12000029,South Lanarkshire,utla,2022-12-28,0
S12000029,South Lanarkshire,utla,2022-12-27,0
S12000029,South Lanarkshire,utla,2022-12-26,0
S12000029,South Lanarkshire,utla,2022-12-25,0
S12000029,South Lanarkshire,utla,2022-12-24,0
S12000029,South Lanarkshire,utla,2022-12-23,0
S12000029,South Lanarkshire,utla,2022-12-22,0
S12000029,South Lanarkshire,utla,2022-12-21,185
S12000029,South Lanarkshire,utla,2022-12-20,0
